time,34,Rajendra_nagar2,Rajendra_nagar1,Bademakan,Kesare,Rajiv_nagar_II,Veeranageeri,NR_mohalla2,NR_mohalla1,Rajiv_nagar_I,Tippu_park,80,78,76,74,72,70,68,66,65,40,35,3
18,53.846027,42.068775,39.501282,36.597462,39.623093,36.208023,50.890842,46.486095,46.40419,45.669655,43.519547,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
