Time,80,78,76,74,72,70,68,66,65,40,35,3
0,0,30.242241,14.427962,57.058857,49.931187,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,118.076805
1,0,30.242241,14.427962,9.043366,49.931187,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,118.076805
2,0,30.242241,14.427962,57.058857,49.931187,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
3,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,108.741257
4,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
5,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
6,0,30.242241,14.427962,57.058857,109.319542,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,170.560699
7,0,30.242241,14.427962,89.143112,109.319542,34.02877,39.462536,80.658066,14.409894,37.534184,19.503977,170.560699
8,0,30.242241,14.427962,89.143112,109.319542,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,170.560699
9,0,30.242241,14.427962,57.058857,109.319542,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,170.560699
10,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
11,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
12,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
13,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
14,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
15,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
16,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
17,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
18,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
19,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
20,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
21,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
22,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,145.385971
23,0,30.242241,14.427962,57.058857,79.864227,34.02877,39.462536,11.546321,14.409894,37.534184,19.503977,110.773888
