Time,80,78,76,74,72,70,68,66,65,40,35,3,
0,0.000000,8.901722,6.638266,11.725140,35.412121,33.068409,22.451887,41.143097,24.851471,18.317278,20.904633,11.478654,
1,0.000000,8.901722,6.638266,11.725140,35.412121,33.068409,22.451887,41.143097,24.851471,18.317278,20.904633,11.478654,
