Time,80,78,76,74,72,70,68,66,65,40,35,3,
18,0.000000,19.645382,3.046350,24.749586,48.362076,7.829023,15.873676,7.998175,5.586864,32.570583,4.073527,22.434370,
19,0.000000,3.887584,3.046350,24.749586,48.362076,30.657331,15.873676,7.998175,5.586864,32.570583,24.304853,22.434370,
20,0.000000,17.282881,3.046350,24.749586,48.362076,30.657331,15.873676,7.998175,5.586864,32.570583,4.073527,22.434370,
21,0.000000,3.887584,3.046350,24.749586,48.362076,7.829023,15.873676,7.998175,5.586864,32.570583,16.136341,22.434370,
22,0.000000,3.887584,3.046350,24.749586,48.362076,36.828503,15.873676,7.998175,5.586864,32.570583,4.073527,22.434370,
23,0.000000,3.887584,3.046350,24.749586,48.362076,7.829023,5.161505,7.998175,5.586864,32.570583,20.508196,22.434370,
24,0.000000,3.887584,3.046350,24.749586,48.362076,26.145168,5.161505,7.998175,5.586864,32.570583,4.073527,22.434370,
